number,conversation_id,title,create_time_utc,update_time_utc,default_model_slug,source_shard,mapping_node_count,canonical_message_count,all_message_count,canonical_transcript_path,canonical_sha256,all_nodes_transcript_path,all_nodes_sha256,raw_record_path,raw_record_sha256
117,69a57abb-3b28-8331-9a46-8dccd75dc93d,Web search for truth,2026-03-02T11:55:49.385586+00:00,2026-03-02T12:00:34.909705+00:00,auto,conversations-001.json,13,12,12,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/117_Web search for truth_69a57abb-3b28-8331-9a46-8dccd75dc93d.md,0f129dd103cefece95d1546e6c4a85d33abc000e898697aa4f5d495a154191ee,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/117_Web search for truth_69a57abb-3b28-8331-9a46-8dccd75dc93d.md,9a967512c8ef0f5bf81746bf5099ca9ea7d903bc29a4b106fa972876328e7304,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/117_Web search for truth_69a57abb-3b28-8331-9a46-8dccd75dc93d.json,2f71c60531c0141bf574e9913c31cc9b3b44915f7509ba6fe949883fa297328c
118,69a5e0de-4c20-8329-ad5d-9e85bcb11256,Kingdom Come Poison Crafting,2026-03-02T19:11:44.546730+00:00,2026-03-02T20:41:02.348574+00:00,auto,conversations-001.json,55,54,54,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/118_Kingdom Come Poison Crafting_69a5e0de-4c20-8329-ad5d-9e85bcb11256.md,02b2abd34c9bbeba9f502bff31d91c05deab1fbc2e980742331cf815114a4520,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/118_Kingdom Come Poison Crafting_69a5e0de-4c20-8329-ad5d-9e85bcb11256.md,d9a411858a42b58d20362ba5dca0e4983f9a0f3d2203d997f156e78feea87b6e,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/118_Kingdom Come Poison Crafting_69a5e0de-4c20-8329-ad5d-9e85bcb11256.json,8e67db559be1e4cb1ed44dc27c43f49546c2221273f9aa808889b2261a5a3c2c
119,69a63c38-6ab4-832a-bcff-92d42fe4ae02,Clipboard History Windows,2026-03-03T01:41:22.505174+00:00,2026-03-03T01:41:29.269889+00:00,auto,conversations-001.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/119_Clipboard History Windows_69a63c38-6ab4-832a-bcff-92d42fe4ae02.md,19e3e6bc35fa087a26405b00d082fc1d93c28e688653bc78d1578885b2fe717d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/119_Clipboard History Windows_69a63c38-6ab4-832a-bcff-92d42fe4ae02.md,c23d9e7abbf7fade794810a4f9278f2724415130f6eb903e5c9d79f9cfb7f62f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/119_Clipboard History Windows_69a63c38-6ab4-832a-bcff-92d42fe4ae02.json,5c0a9edc0da2c33d1265f0587af9494b8474f495bae092a7656f4281658fe872
120,69a6796b-0dc8-8325-8c9e-ebd29a3b946c,Rate Limit Error Explained,2026-03-03T06:02:33.239922+00:00,2026-03-03T06:07:03.149595+00:00,auto,conversations-001.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/120_Rate Limit Error Explained_69a6796b-0dc8-8325-8c9e-ebd29a3b946c.md,a7c0d0cd0ad76ef8272df091fd72c11383c7db01424fa42d8dae1f347bc10b6d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/120_Rate Limit Error Explained_69a6796b-0dc8-8325-8c9e-ebd29a3b946c.md,9dfda2e6726856e42fd8fae9b97ae2f0d06a0b5c6e1ccdcc33cdb713eac3baf3,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/120_Rate Limit Error Explained_69a6796b-0dc8-8325-8c9e-ebd29a3b946c.json,e214af260f146153efcf6af05e2919f2b1c8546d0b19dc88bdb8132e96059381
121,69a68324-26dc-832d-a375-e3411fd78879,Incompatible Observables in Quantum Theory,2026-03-03T06:43:56.563398+00:00,2026-03-03T06:52:02.653267+00:00,auto,conversations-001.json,13,12,12,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/121_Incompatible Observables in Quantum Theory_69a68324-26dc-832d-a375-e3411fd78879.md,970bda33fafee44138f85d37172561fa8cb50b476f174ad693a92dcc9a99b4d2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/121_Incompatible Observables in Quantum Theory_69a68324-26dc-832d-a375-e3411fd78879.md,67f4e8f1556fccd0030c37a8ce5e6aec646710dd5579828fa5593c62b34df343,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/121_Incompatible Observables in Quantum Theory_69a68324-26dc-832d-a375-e3411fd78879.json,0fb6f2825e704f1c5bc9dba8618371fa16bc781ac677e4d3eab7aba7c88bb321
122,69a687fb-afb4-8332-9f07-2b4a566ba7a2,Falsifying or Proving Theories,2026-03-03T07:04:54.600109+00:00,2026-03-03T07:07:38.279519+00:00,auto,conversations-001.json,6,4,5,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/122_Falsifying or Proving Theories_69a687fb-afb4-8332-9f07-2b4a566ba7a2.md,449794779d05c0b441e695c2ed082e9d4439bbeacee67f3fe5ea57d18ac30f1f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/122_Falsifying or Proving Theories_69a687fb-afb4-8332-9f07-2b4a566ba7a2.md,f7fd7f09e0767f46b93e7d4092c6b32dcdb358a16f9fb01bb715151d7234a0eb,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/122_Falsifying or Proving Theories_69a687fb-afb4-8332-9f07-2b4a566ba7a2.json,e567af645bb7ee028c8d5725a0b5da45fafb0986e851400f9706cd89d2b4b3ee
123,69a68a26-a168-8333-8598-0291d56e5b34,DroidScript Basics Guide,2026-03-03T07:13:54.729518+00:00,2026-03-03T09:02:48.285060+00:00,auto,conversations-001.json,139,137,138,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/123_DroidScript Basics Guide_69a68a26-a168-8333-8598-0291d56e5b34.md,6cf11ab8508907d48344a83028f490fb34cf8b580e546522b303f82f47289f2c,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/123_DroidScript Basics Guide_69a68a26-a168-8333-8598-0291d56e5b34.md,63e23d4ce78fbf4bab7fd8a64f3be524871b5ae507ee7b0a9941400957c7e028,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/123_DroidScript Basics Guide_69a68a26-a168-8333-8598-0291d56e5b34.json,5eb123e864b8a8b1edfeba5f26c36a711038125ce4f9fbbc0a9aad561bbc307f
124,69a6bda1-f230-8332-a9b9-3e02fb8d27bf,Human Acknowledgment Clarification,2026-03-03T10:53:26.672036+00:00,2026-03-03T11:02:49.154609+00:00,auto,conversations-001.json,29,28,28,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/124_Human Acknowledgment Clarification_69a6bda1-f230-8332-a9b9-3e02fb8d27bf.md,08bf591de1c3da5b4589e9407510c2ed2c2fd61e280ce7f6817c531c41a59a66,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/124_Human Acknowledgment Clarification_69a6bda1-f230-8332-a9b9-3e02fb8d27bf.md,162a3eb46ed152cb5038a0ecaa08741644bb303a13fdb5ff3e0e88b7c4e53f8a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/124_Human Acknowledgment Clarification_69a6bda1-f230-8332-a9b9-3e02fb8d27bf.json,0ad38d62063dd2361500b54d8aaef15ceaac52c8255851f7497d96d62da6f885
125,69a76ea1-b5b4-832e-989b-e4b44d940c67,Quorum and System Boundaries,2026-03-03T23:28:39.761921+00:00,2026-03-04T03:33:24.645194+00:00,auto,conversations-001.json,109,108,108,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/125_Quorum and System Boundaries_69a76ea1-b5b4-832e-989b-e4b44d940c67.md,23ccbd10a71a55927c137bdd8b1efc5e5dee1d85fdbb4c4a0ad02733d4756b35,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/125_Quorum and System Boundaries_69a76ea1-b5b4-832e-989b-e4b44d940c67.md,ec69898cbe5e3d09b83b24b8ea6f4513cb178c962a9f8c22246bffa320af1c91,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/125_Quorum and System Boundaries_69a76ea1-b5b4-832e-989b-e4b44d940c67.json,218db7593be37d4f338a41241e57202b3937739b8945f9935c16eb5ba946d7a2
126,69a84297-97d0-832b-b24d-f769bb6f0473,Role play setup,2026-03-04T14:33:03.391107+00:00,2026-03-04T15:41:50.686542+00:00,auto,conversations-001.json,46,44,45,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/126_Role play setup_69a84297-97d0-832b-b24d-f769bb6f0473.md,73cd137edf8d5e545b599427c4f7de8a814c5e772d77452da4182dd003e56806,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/126_Role play setup_69a84297-97d0-832b-b24d-f769bb6f0473.md,1cf477ce6b0c7336cad75117763ac4395c5b6ef716e179f193f35684d85905a5,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/126_Role play setup_69a84297-97d0-832b-b24d-f769bb6f0473.json,f9c00e84597ad68967fd02f68843512eeaf623b4a7c39cd4d962d0ba2519c8d5
127,69abf3b1-f924-8327-92fa-7722eebe634e,Building Claude Skill,2026-03-07T09:45:40.282466+00:00,2026-03-07T10:14:40.742702+00:00,auto,conversations-001.json,35,34,34,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/127_Building Claude Skill_69abf3b1-f924-8327-92fa-7722eebe634e.md,ea36ae6bde86e85cc1d9d387c0e68b9bfd7990cff824dacc51e2a0c690458188,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/127_Building Claude Skill_69abf3b1-f924-8327-92fa-7722eebe634e.md,fb3ca8ebeaf801a468e3cc17fb44fb6acc97c014316b8f7cbf4c16614e3ef17a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/127_Building Claude Skill_69abf3b1-f924-8327-92fa-7722eebe634e.json,4b58198baa2d1b6b3bb56b9c6b619d98e93daab83188ffd0f444d904846c739c
128,69ac9c55-6590-8332-9d15-4c3db6bac48a,Communicating with Anthropic Board,2026-03-07T21:44:55.266147+00:00,2026-03-07T21:47:21.955468+00:00,auto,conversations-001.json,7,6,6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/128_Communicating with Anthropic Board_69ac9c55-6590-8332-9d15-4c3db6bac48a.md,64da3fbf6d2bb5f0fc333d79317f8e05e0fceb2d522e10a37ccf49c5ecd593c7,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/128_Communicating with Anthropic Board_69ac9c55-6590-8332-9d15-4c3db6bac48a.md,5abc522ca457d4aaaef11c78fa244f5b7383bd13bb3b300077ad7bed21c1f096,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/128_Communicating with Anthropic Board_69ac9c55-6590-8332-9d15-4c3db6bac48a.json,6c8f3b415ce98ada906aba192a70b78523d97002387984dcd293a1460d2bfc50
129,69ad5bd0-01b4-8325-a605-76a28227e2b6,Building Credit Without SSN,2026-03-08T11:22:16.873343+00:00,2026-03-08T11:35:52.273249+00:00,auto,conversations-001.json,15,14,14,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/129_Building Credit Without SSN_69ad5bd0-01b4-8325-a605-76a28227e2b6.md,5770f1c7b4bbf04ed1de0d9c4ef1f12a5c1d614c5087f48baeb760bbbbcfac64,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/129_Building Credit Without SSN_69ad5bd0-01b4-8325-a605-76a28227e2b6.md,6b67c213eb79a896fa034276131991526fee36793f82e625e29efa304dd037db,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/129_Building Credit Without SSN_69ad5bd0-01b4-8325-a605-76a28227e2b6.json,067f067ac4ace7b7b818ca19a544f330d552f5184c6782f3e6d729d127a322b5
130,69adc916-aa4c-8326-8c33-4b102ef96834,Tokenization vs Semantic Roots,2026-03-08T19:08:15.854261+00:00,2026-03-09T01:21:45.767366+00:00,auto,conversations-001.json,83,82,82,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/130_Tokenization vs Semantic Roots_69adc916-aa4c-8326-8c33-4b102ef96834.md,c73c5d676a82cf46826698bc654b93fae9d45703415040231e5daa518ee7d5bb,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/130_Tokenization vs Semantic Roots_69adc916-aa4c-8326-8c33-4b102ef96834.md,e2286870e2c4b23507a9b1e7bb771651988300be7175691a02e4a8b909e10a93,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/130_Tokenization vs Semantic Roots_69adc916-aa4c-8326-8c33-4b102ef96834.json,e3cd915e64e95f2a7011927de8a8a03b029c08e403024eae9c965744baa14a76
131,69aefaa0-6580-8329-8fbc-188745df01b4,Venmo to PayPal Transfer,2026-03-09T16:51:49.792446+00:00,2026-03-09T16:58:36.588307+00:00,auto,conversations-001.json,5,4,4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/131_Venmo to PayPal Transfer_69aefaa0-6580-8329-8fbc-188745df01b4.md,b95bc3129bb9402702b7ad3c18d8a671fd024d23dd6eb583254662b07750f1c1,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/131_Venmo to PayPal Transfer_69aefaa0-6580-8329-8fbc-188745df01b4.md,a093af44ba60afeb38d8d365c055ab036eef094e3f209533963cdfe080534619,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/131_Venmo to PayPal Transfer_69aefaa0-6580-8329-8fbc-188745df01b4.json,efa57a92f783072b26209d66c955a574b9adeacb8910cc5bf6c012adf6b9920a
132,69b91af0-1598-8329-b868-c1faaa0ac687,Simulation Model Analysis,2026-03-17T09:12:32.745651+00:00,2026-03-17T09:30:02.696230+00:00,auto,conversations-001.json,21,20,20,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/132_Simulation Model Analysis_69b91af0-1598-8329-b868-c1faaa0ac687.md,96056e5ae3d16fcbcb946f71949a40a6bc2b59b2594b95d310e548990c2bfcd0,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/132_Simulation Model Analysis_69b91af0-1598-8329-b868-c1faaa0ac687.md,509a1345dd163740b1924dce15ec0b83d2b73a62d10829d5879e85ed1a2e0cd4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/132_Simulation Model Analysis_69b91af0-1598-8329-b868-c1faaa0ac687.json,05e6bdb51bdc7eba7adc474bbf73677d7cf173b106cb81ed67e54991d352f9ce
133,69bb715b-b8b8-8330-9960-5790b09c5d17,Sentience and AI Limits,2026-03-19T03:46:36.698304+00:00,2026-03-19T03:46:56.928987+00:00,auto,conversations-001.json,3,2,2,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/133_Sentience and AI Limits_69bb715b-b8b8-8330-9960-5790b09c5d17.md,28b845b15fd76d6feaba81e83f93bdd8a1f735009c54fe6ffeccb006898249c1,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/133_Sentience and AI Limits_69bb715b-b8b8-8330-9960-5790b09c5d17.md,8bc7e308de2c4e85b51e4ed5eea20d9a1f579e38a62ddc28b6c76a6ecf25c10a,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/133_Sentience and AI Limits_69bb715b-b8b8-8330-9960-5790b09c5d17.json,59c0826d9cd1226ccbea5d6a093950b1430ff9f1df1c98a70864a2232457ab45
134,69bf01a9-c258-8331-8b63-edb721005be8,Flute-Note Puzzle Guide,2026-03-21T20:39:11.670844+00:00,2026-03-21T20:53:19.047083+00:00,auto,conversations-001.json,21,20,20,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/134_Flute-Note Puzzle Guide_69bf01a9-c258-8331-8b63-edb721005be8.md,1d2158f81fa9ee688e60baf67702fb5ecbc3f6407b00455d8a8cf487accc500f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/134_Flute-Note Puzzle Guide_69bf01a9-c258-8331-8b63-edb721005be8.md,57bb7cc873b617c96b2c652c3dce44df49c8a0a1668c29d2a49ef7f2e6e8a429,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/134_Flute-Note Puzzle Guide_69bf01a9-c258-8331-8b63-edb721005be8.json,c6291807ba43b8a37d227b21b2980897b7edf605df1d703582a7b3ab6142e26e
135,69c059ad-4994-832a-8646-8d252847b2b5,Minimum Sensors MK4 Supra,2026-03-22T21:06:02.411949+00:00,2026-03-23T09:51:47.331348+00:00,auto,conversations-001.json,61,60,60,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/135_Minimum Sensors MK4 Supra_69c059ad-4994-832a-8646-8d252847b2b5.md,f135e53f56d0ecd0bed7780c81707e92f8abb650b4bf26bc7c196aa269f0d239,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/135_Minimum Sensors MK4 Supra_69c059ad-4994-832a-8646-8d252847b2b5.md,de74837eb4b37346dd77110e0b55c0aa19e4afb12b19b7806747e35abf801c74,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/135_Minimum Sensors MK4 Supra_69c059ad-4994-832a-8646-8d252847b2b5.json,af634a60a5a7a44dc36c1efb11f9769cc89baa2d972161be4b5e0831be497eea
136,69c195bf-36f4-832a-9c87-fa11ec9f2671,Apology and Self-Reflection,2026-03-23T19:35:46.051594+00:00,2026-03-23T19:40:40.150714+00:00,auto,conversations-001.json,5,4,4,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/136_Apology and Self-Reflection_69c195bf-36f4-832a-9c87-fa11ec9f2671.md,6b4b1e2bb6cd4c04198c0ef4cfd4ed8d7d918ff5918eb09d6ca91e16cc903878,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/136_Apology and Self-Reflection_69c195bf-36f4-832a-9c87-fa11ec9f2671.md,bb1394949cc08f03308a1a754a4a8cd516969b197c170055729ce47e1decbe2f,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/136_Apology and Self-Reflection_69c195bf-36f4-832a-9c87-fa11ec9f2671.json,08689e690fbef80ce0b1560b03e8bbaf5c956182b3edc6e623fbf0f16b44022f
137,69c82369-f574-832b-bdb5-31f0de939f3f,EM Detection in Phones,2026-03-28T18:52:36.058615+00:00,2026-03-28T19:04:18.577083+00:00,auto,conversations-001.json,11,10,10,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/137_EM Detection in Phones_69c82369-f574-832b-bdb5-31f0de939f3f.md,ba53731c0fd8bca5850b7ddc1b3588c80814050068572cdcbebbc5120890a917,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/137_EM Detection in Phones_69c82369-f574-832b-bdb5-31f0de939f3f.md,f65da55099597aa33ebf34c3d2b92b35895bb045cbb8fb10d6ebb9d17e3dd87d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/137_EM Detection in Phones_69c82369-f574-832b-bdb5-31f0de939f3f.json,e0a49129c4723c51704df003d6155953c0cff43d95d918905b45e813803e1878
138,69ca2b16-20b4-832d-b518-a085d8bcd593,Frustration with Company,2026-03-30T07:49:51.222045+00:00,2026-04-01T03:06:53.686484+00:00,auto,conversations-001.json,59,58,58,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/138_Frustration with Company_69ca2b16-20b4-832d-b518-a085d8bcd593.md,b5d9fcfb19e1405eca2cbea3631e9756aa45ff4d8411f1b8d650440b2c014355,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/138_Frustration with Company_69ca2b16-20b4-832d-b518-a085d8bcd593.md,33abe0e454518e2c3ead3b83a3fb55aae562a04253f17ce2e22659bfaf5fe248,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/138_Frustration with Company_69ca2b16-20b4-832d-b518-a085d8bcd593.json,84a568a7038a34c0f78616d3296350f3885c8be064db993db6eecb6a5546b978
139,69cc7456-f5f0-832a-8021-1afb899a6d02,Human-like Writing Style,2026-04-01T01:27:22.630915+00:00,2026-04-01T01:39:25.212075+00:00,auto,conversations-001.json,7,6,6,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/139_Human-like Writing Style_69cc7456-f5f0-832a-8021-1afb899a6d02.md,ae1c3bdf8c01d78afe7118f6356c82eae7731202e51ac7f2112c28af8791139b,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/139_Human-like Writing Style_69cc7456-f5f0-832a-8021-1afb899a6d02.md,81d372025e09093d4532bb1e24184023fa55a7bc32ee40091868596dc7afef14,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/139_Human-like Writing Style_69cc7456-f5f0-832a-8021-1afb899a6d02.json,932847550f737e2319e4c9e989be205dfeb4d6fd7b62da960000068c902caf2a
140,69cc8c2c-7b6c-8328-b3e3-814f8f993df1,Rolling context windows,2026-04-01T03:08:39.980048+00:00,2026-04-01T03:10:27.108686+00:00,auto,conversations-001.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/140_Rolling context windows_69cc8c2c-7b6c-8328-b3e3-814f8f993df1.md,54c6c9a82f19ce933e1b2acc6bbe9e9700ca4326603beb190faa63fbe3a84b4d,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/140_Rolling context windows_69cc8c2c-7b6c-8328-b3e3-814f8f993df1.md,0b66b8f162b6910ffe6654db64483ea6439e6e9da39f92a82b22412976ca22be,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/140_Rolling context windows_69cc8c2c-7b6c-8328-b3e3-814f8f993df1.json,b1dce8b4e9f5d612fde7c9db560f500584b6e53b793116936be5f74209f8c0f3
141,69db2fc6-3a10-8328-b3da-69564dbc0b5b,Narcissism and the Self,2026-04-12T05:38:39.352657+00:00,2026-04-12T05:50:58.573182+00:00,auto,conversations-001.json,9,8,8,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/141_Narcissism and the Self_69db2fc6-3a10-8328-b3da-69564dbc0b5b.md,099e1af7e4979556483b49995bdf2322d1b7fd5fd752c999bbdf292c45e34081,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/141_Narcissism and the Self_69db2fc6-3a10-8328-b3da-69564dbc0b5b.md,97ae3fe9c64571b5160c45427b850b29f637d83468bc87be077cae9a6f34b340,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/141_Narcissism and the Self_69db2fc6-3a10-8328-b3da-69564dbc0b5b.json,3f6181e19c6ef341ac90c689457bfa9f512f56dc555a9a9fa5bb92cfadc9083a
142,69deeb4b-d504-832d-bdce-5b29610371f0,Gravitational Field Decomposition,2026-04-15T01:36:03.580446+00:00,2026-04-15T03:19:19.062247+00:00,auto,conversations-001.json,107,106,106,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/142_Gravitational Field Decomposition_69deeb4b-d504-832d-bdce-5b29610371f0.md,da18445e1bfa8055c67a8e11794c346a8997f6be4e785ffd1a457f05bf38845c,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/142_Gravitational Field Decomposition_69deeb4b-d504-832d-bdce-5b29610371f0.md,f797874d12b76e4aea8e0fd5dc727a6d799c58e02380cb1cf88b014bcdd966c3,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/142_Gravitational Field Decomposition_69deeb4b-d504-832d-bdce-5b29610371f0.json,abf9cc616d228a1c5b1f6342d055b71e036d922907ac60a3da110c62b19fc684
143,69e1db9d-7c18-83ea-9dc1-e8947598a6a5,Citation Correction Review,2026-04-17T07:06:40.819283+00:00,2026-04-17T07:30:20.303109+00:00,auto,conversations-001.json,22,20,21,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/143_Citation Correction Review_69e1db9d-7c18-83ea-9dc1-e8947598a6a5.md,4067e6b223938c5f9c77b9b722854b1a4896b52c0d7bfa140bac46d4e7b07110,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/143_Citation Correction Review_69e1db9d-7c18-83ea-9dc1-e8947598a6a5.md,f34b2699e751e6de92cebd6be62825a3b99cca3b0b53a48c9b50a219bad95b74,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/143_Citation Correction Review_69e1db9d-7c18-83ea-9dc1-e8947598a6a5.json,edab6f0bc18299860b0294efe02e8ca72fc8ba6eb3779835b7aef744d6477229
144,69ecbcbd-2530-83ea-8a02-0b165e4d74e3,Human Invariants List,2026-04-25T13:09:21.618407+00:00,2026-04-25T13:47:05.655091+00:00,auto,conversations-001.json,41,40,40,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/144_Human Invariants List_69ecbcbd-2530-83ea-8a02-0b165e4d74e3.md,c91fc905565e5c67b75e88ec084b6d4cf5b833c45f508e70d8b62f1b41f9f854,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/144_Human Invariants List_69ecbcbd-2530-83ea-8a02-0b165e4d74e3.md,805cf0488e0d38c2d51c24feaef041c5dbf4ccbe65637f4d918553d585629d82,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/144_Human Invariants List_69ecbcbd-2530-83ea-8a02-0b165e4d74e3.json,24d25437f785d5b439c575156901b285a05bd0a3db0e02ba5064806d1ccdd590
145,69ecc766-bdf8-83ea-9a59-2fe7aab1c740,Epistemic Priors and Truth,2026-04-25T13:53:43.422374+00:00,2026-04-25T14:22:05.870596+00:00,auto,conversations-001.json,39,38,38,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/canonical_transcripts/145_Epistemic Priors and Truth_69ecc766-bdf8-83ea-9a59-2fe7aab1c740.md,b01c66100352a88c6c12e0e0fd9441b133f329e970ab735b855eae02d76b1589,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/all_message_nodes/145_Epistemic Priors and Truth_69ecc766-bdf8-83ea-9a59-2fe7aab1c740.md,c883cd599ab939c448da34f01dba2e380551fe0a88b8a05066e309b2d7ff7e7c,/home/jadedjade/Documents/Reconstructed AI Exports/ChatGPT/raw_conversation_records/145_Epistemic Priors and Truth_69ecc766-bdf8-83ea-9a59-2fe7aab1c740.json,ba3adfe72d0b7fd1e2bb9a351642cc6e7caff695c4f6bd22f1638817ef446e6f
